 Procedimentos hospitalares do SUS - por local de internação - Santa Catarina
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"421210 Palmitos";44725,53;72963,87;57912,89;64100,81;73018,85;63351,60;79210,70;68143,11;65065,45;69646,80;68906,03;80681,22;72580,64;69524,89;71344,00;82026,81;74592,04;87393,43;91439,34;77412,68;103959,37;105899,09;93445,36;92070,91;83828,46;101630,27;89205,95;103730,14;103265,29;98904,58;96155,84;101530,70;106112,01;97300,17;97730,13;92799,14;98066,71;96191,98;104744,82;107213,87;113027,30;100565,80;117544,76;112091,48;103192,81;101869,01;88781,30;76523,54;103229,67;80759,50;86210,82;85966,34;89362,56;80750,05;102453,21;108461,84;75858,48;98173,81;98169,04;86440,46;84318,47;85478,28;80243,57;83415,89;80541,55;91205,71;90994,32;97738,81;114603,76;86329,71;97693,73;79690,51;82709,28;89568,39;79123,00;94100,76;101822,06;88155,13;90798,09;146651,07;148455,06;135200,13;104481,83;92696,57;77267,47;85196,72;118728,55;106501,29;91196,32;105359,15;111598,76;101848,61;102162,01;119392,49;99449,18;97122,00;95136,77;105847,29;110139,03;98177,49;105638,89;105132,01;108347,05;108725,97;107004,83;99786,36;87249,65;82879,13;82130,38;94561,62;106146,96;94781,85;112882,14;115600,54;115204,78;111241,27;93157,74;97749,86;96678,91;103427,37;89733,22;88632,89;110216,59;99448,28;115320,95;89607,03;116110,50;113328,78;94538,79;96133,10;118474,24;71570,06;87702,67;81612,27;91254,97;105318,92;96727,37;113197,68;100939,27;94754,99;104800,97;100845,51;114235,61;96546,39;101072,79;94657,43;86390,09;66285,13;60281,60;89659,97;78267,30;-;17701,18;23496,94;37288,00;24714,88;18204,82;54454,93;403371,46;14843620,95
"421220 Papanduva";29443,62;31868,51;30826,54;29813,13;33109,86;30734,33;33251,37;31408,52;31624,67;32369,45;29545,54;35173,70;35710,82;30528,33;31585,41;30130,66;34809,89;28735,34;34897,48;37149,87;23093,36;18907,47;60374,56;34235,02;42856,76;43319,62;36898,49;46749,12;38961,96;47151,39;43146,41;43906,25;42171,52;39261,08;42455,11;44484,10;39550,75;42213,11;45547,09;39139,12;40363,64;35626,89;35355,97;35719,20;37620,65;41157,82;33408,77;45696,53;40350,59;37643,24;46913,18;42234,82;46292,41;46473,04;45388,97;38237,81;41851,07;32670,14;33764,08;28047,71;29017,63;24602,10;37725,06;33822,58;26310,59;40046,28;33070,86;30913,45;37683,00;37613,52;29625,62;40397,74;28848,76;33117,59;35056,39;32251,23;36188,19;34002,32;38458,23;34560,39;38587,56;40299,73;44393,55;43157,26;44346,71;36535,88;48338,28;32284,56;63192,40;56057,44;65457,87;52738,85;57293,13;47482,32;51015,78;57911,24;52646,14;51084,45;51235,27;48286,20;51278,85;58720,97;40979,55;71047,43;86995,03;63524,33;79801,78;101392,01;61347,41;70651,66;80501,16;76049,00;86238,65;72567,88;82829,74;74355,81;73813,85;76596,29;73016,37;48269,44;59983,59;87393,92;51296,99;69871,97;62602,05;57271,13;79110,08;66279,53;83777,95;66025,92;59477,59;65799,82;66290,29;50943,52;50650,45;34055,90;43737,64;37298,57;41375,33;64327,73;51283,03;44106,03;45282,42;52170,84;39566,18;56637,16;49290,23;26075,55;35800,98;26342,63;38267,80;45120,26;47032,83;50737,50;37064,26;41904,70;34941,56;29652,72;56300,43;7332736,30
"421250 Penha";36250,90;67176,45;65692,36;74764,33;73432,65;83351,68;70422,77;87059,11;90101,30;76636,04;65078,28;63696,24;55061,21;81664,92;76472,82;78889,20;73634,79;68584,18;91300,96;59833,33;68770,92;76078,93;82655,48;78408,49;54028,62;51964,79;66744,39;68436,79;51218,75;12754,81;9696,57;27946,47;36510,98;40965,12;27897,01;42043,12;33596,94;52666,39;60677,88;79387,95;58495,80;64359,42;66243,49;74438,19;71340,76;102672,53;97326,78;44535,94;47152,17;51466,80;90474,50;75624,06;83275,01;96216,59;70706,68;103138,08;91735,38;93287,85;128916,90;101680,74;124559,90;129605,41;124258,13;151258,57;180351,97;151982,20;115111,92;203913,62;150941,39;185109,22;233311,28;97466,69;136769,54;260680,25;186764,61;178678,96;256181,26;171074,19;240191,34;274687,03;293818,79;273867,35;266083,94;164621,32;232742,43;222206,91;304706,21;284112,09;277169,11;276663,06;261900,13;316167,25;314360,62;403356,19;285945,40;216684,51;226085,80;301683,89;457014,37;279951,91;344764,47;335960,20;304515,45;321982,71;263269,13;271858,90;224854,69;152956,41;224988,37;333931,86;362240,99;289217,56;339611,58;266819,67;332627,01;240585,09;180440,94;212697,27;164312,15;155735,35;150906,98;103756,93;221867,10;296737,28;344951,51;224203,39;317307,15;398063,61;340377,63;368437,82;316372,84;234328,33;392809,36;363807,25;326526,67;414080,88;424184,82;327931,37;363817,44;387513,25;379741,34;413071,31;405304,86;188126,25;311916,88;302744,78;185765,72;-;-;151728,84;152590,12;186030,92;153036,81;382759,92;274988,07;254848,39;168064,11;263343,74;219980,61;29322074,43
"421260 Peritiba";2145,11;1081,67;4152,44;7704,08;7615,95;5613,30;3781,79;6365,67;1693,07;3390,28;4706,64;5636,16;3708,43;9152,45;3666,12;8922,94;9974,29;7672,47;10413,13;5525,18;7900,43;11509,70;14198,04;5460,41;6476,48;8921,86;7585,55;5529,91;7159,31;6005,86;9931,73;9406,98;4971,85;7857,55;8674,47;9530,75;5468,19;8422,72;8284,44;6333,78;5565,25;6171,31;9550,82;11140,68;4762,68;6972,76;6361,80;3778,35;7015,49;5355,65;5574,05;5366,99;5705,32;6258,92;7243,84;5199,62;5221,03;8674,88;6512,04;7668,00;4109,88;9600,72;13268,33;12664,20;11689,18;22715,98;10376,06;16286,18;20309,59;13815,55;17289,11;20629,31;16529,80;20237,10;15241,18;29479,60;11931,27;19710,26;16357,90;18985,07;10915,74;15211,03;18335,75;6116,53;11875,02;17751,01;15008,45;17586,56;16379,11;13220,48;18169,66;15007,85;18900,42;14845,66;14567,59;14984,41;4381,36;8279,34;3757,99;10299,78;13295,84;14213,37;12784,93;11188,08;11355,43;14091,13;11665,37;6169,48;7647,58;3667,84;5271,49;17517,73;13219,69;7636,01;8492,81;4785,72;9097,40;8844,13;20293,82;40487,54;4646,33;12982,94;9067,04;7601,57;12614,08;10928,76;20186,37;6233,94;8380,52;21900,45;22426,40;21440,16;3617,07;4486,62;12878,24;17863,87;24387,60;31854,72;25944,03;14861,51;23599,33;20493,75;24536,44;14993,00;6086,76;5950,75;4470,64;1935,58;4619,21;4582,94;12542,58;13578,73;15786,48;20796,90;12475,15;8124,20;4790,70;9684,08;887,70;1735433,20
"421270 Petrolândia";6566,40;6199,40;6928,11;7337,61;8773,98;7263,37;8274,15;7048,81;7010,04;8383,14;8612,49;7635,35;8115,22;8186,62;7457,88;7559,64;6931,73;6700,01;7796,25;7107,35;5337,81;8426,22;8676,75;7757,89;7888,32;8543,82;7517,36;8978,08;6424,04;7637,88;7867,00;7848,52;7949,41;7402,32;6152,77;6406,62;2563,76;4980,21;6998,72;5209,18;5449,69;6677,18;6369,66;5824,20;4659,36;5478,75;7859,40;7585,25;4843,01;5118,25;6252,38;6463,69;5941,24;6989,04;6184,43;6280,24;4575,82;5890,47;4491,28;3391,29;6340,12;6967,16;7519,61;4956,24;6303,39;7759,81;7633,79;7030,56;6548,62;6383,15;6317,20;6317,20;7689,90;6312,04;4651,67;5292,76;6312,80;4295,88;6567,60;8867,15;8064,46;8802,57;8247,25;4394,32;8252,65;5528,31;9999,91;4956,18;7221,16;9078,22;6591,72;5517,33;5738,19;7978,19;5142,33;6093,43;5202,24;5352,67;4547,70;6103,95;8698,77;5837,33;7106,90;8338,27;6522,07;6441,36;2635,98;6699,50;7379,33;3402,51;7894,42;6943,52;7278,17;6987,08;5941,24;6020,28;8402,95;6071,68;5447,02;5463,19;3439,85;5786,83;9169,46;8486,39;7991,21;8681,35;9135,46;7762,73;7989,70;8433,05;7154,82;5126,53;5730,77;2997,64;9469,89;7403,84;5795,46;6108,91;8147,75;8522,08;7294,90;8582,16;3824,06;3805,66;2537,46;-;1921,72;1929,85;2122,00;1704,20;771,69;1283,36;1255,09;3644,45;1280,22;1113,40;-;-;-;985573,80
"421290 Pinhalzinho";26712,98;26084,06;31198,07;34860,75;18181,93;25354,16;38436,62;33059,95;35186,99;28381,66;20258,92;35087,72;18238,90;29411,67;31265,68;34281,00;31198,69;29623,38;32437,86;35945,83;49203,55;39665,16;39698,24;18281,97;28998,43;33142,25;28628,82;20205,06;35015,57;29257,14;35415,16;39728,61;23438,24;36061,42;22937,26;34050,79;25071,11;28708,78;24454,10;38053,06;35649,42;35744,39;42645,70;33083,01;35611,39;39337,75;42673,88;-;8388,86;10443,10;28738,27;49692,22;35129,12;21516,82;32417,22;32342,02;31392,27;31145,29;31805,09;24326,39;16815,20;30932,66;34802,32;31245,01;25860,10;35844,24;29401,81;22364,26;24337,67;24781,38;27672,57;29491,89;12511,98;15539,94;20531,37;20103,59;34351,43;24165,03;43679,70;30239,92;31444,99;25299,67;25224,66;24090,32;20336,44;22234,74;20823,01;32547,71;27141,01;28730,50;28967,54;33422,63;42415,77;28627,35;28679,95;31905,34;27284,44;25787,77;28505,92;46860,93;29144,22;42936,95;27413,67;23240,04;23161,50;36771,90;29560,87;22855,64;13442,14;22809,89;26541,61;45376,49;30164,58;64766,64;52663,59;52146,32;43544,44;53207,53;44598,99;49262,88;36165,53;40897,92;50816,41;61427,06;51867,90;44970,71;61086,16;55727,42;53185,09;55916,98;55450,43;41530,23;33499,46;55044,00;51744,63;67329,82;66748,05;59335,87;58582,85;68012,44;51983,23;79905,77;53558,45;33226,91;41862,77;50903,27;46107,35;28537,45;23677,27;24098,84;21775,71;36768,21;24513,42;37129,51;32558,54;33525,20;17722,76;27995,06;34112,11;5445217,19
"421320 Pomerode";18838,40;45836,30;46516,25;38953,05;37803,91;50738,78;63004,43;73331,88;65759,17;70983,25;52746,27;67221,72;83876,52;52272,02;70707,03;64713,29;71486,01;61613,87;58762,51;55889,19;76348,22;77434,98;59009,37;55398,39;69637,95;75490,61;72097,98;80232,07;76325,05;63088,11;70403,32;71045,84;72701,69;72379,80;53550,87;69345,93;80449,97;74279,53;66780,37;80686,53;83555,22;95282,31;77716,63;69705,32;73841,79;72091,93;67175,13;67980,37;69396,83;65883,77;88103,66;75098,17;78351,85;72808,65;89153,87;89089,65;73909,34;79946,51;66279,60;72220,86;74857,82;63583,43;70466,10;86569,37;90407,35;93120,42;91985,32;85652,07;66652,90;69275,90;52262,81;63867,44;71081,57;87212,15;82503,11;82721,00;99092,01;90520,71;91427,04;93908,92;92248,14;108756,36;97370,76;104362,41;87761,52;109223,48;114142,67;104965,09;94979,16;104585,94;111198,81;96425,93;139644,66;130510,04;94324,13;125038,78;106537,16;105267,70;103090,18;104474,81;101630,85;112879,18;106043,50;104258,16;108141,79;97704,52;106213,86;113637,93;76275,01;73703,86;99193,91;88745,23;100613,40;97322,09;94901,20;99421,17;82051,39;75379,79;102599,35;104922,12;98214,06;88615,30;95819,21;115148,64;130835,97;148403,16;168810,00;116624,63;129370,88;141143,79;122957,86;118390,36;106822,67;110549,34;110808,93;93120,04;103222,63;121946,09;125842,30;121840,81;111478,41;119273,04;106236,65;101794,57;106806,49;111024,22;104084,39;106516,28;79025,28;85841,90;79841,67;128693,38;116846,10;115681,42;154614,42;105913,06;128371,97;119643,07;167501,10;14300719,46
"421330 Ponte Alta";806,18;13241,48;9279,09;10202,37;12482,04;10562,55;13059,94;9167,70;9056,51;24947,42;21695,25;29732,29;7946,39;6301,75;10938,13;13123,17;13123,74;13256,29;10776,60;12363,50;8378,24;8840,11;9673,40;6705,91;10743,87;7601,73;10119,29;7474,30;8244,26;9080,30;8859,64;10515,17;9215,10;10659,17;9197,34;11871,89;10360,88;12368,79;10991,90;9415,49;4150,96;-;-;5454,11;7113,60;10677,98;9062,85;9673,01;6170,33;10482,17;9680,52;6821,47;6155,74;8751,73;13635,08;9299,19;10001,77;11778,29;10481,78;-;7783,79;1864,30;-;2583,12;4176,51;3441,50;2125,48;5941,24;5824,20;2462,72;3797,62;3526,30;655,00;3846,21;7790,77;4614,60;3655,97;2622,76;697,87;4594,38;5395,41;8637,94;8623,05;4513,21;8314,47;7577,41;7290,05;7018,23;11702,56;10155,82;8778,38;9455,73;11955,50;9229,22;11494,45;7595,69;13073,58;12423,63;9540,83;26411,77;582,42;653,91;7012,77;4345,91;1251,28;1540,80;1537,86;-;902,02;-;4247,17;3851,55;5810,51;4317,70;5772,08;3873,45;4878,33;5068,73;3772,63;2935,70;-;-;4496,59;218,68;-;-;-;-;7839,33;4916,07;4248,12;-;7313,63;2613,22;2654,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;959616,37
"421340 Ponte Serrada";37794,67;77763,01;60031,68;69186,53;58692,26;60652,01;63818,77;60094,48;60600,86;59749,54;37340,79;61661,53;69465,82;66502,27;61063,45;74891,26;64996,93;70105,14;72677,70;41008,87;53120,36;55374,88;71316,36;65782,69;70565,03;74627,48;70221,64;72295,77;76573,01;64465,72;76364,66;78404,39;80750,71;80167,22;73483,05;80656,26;74352,76;79285,91;84258,86;87592,15;78220,79;83134,39;76865,08;76301,76;77445,77;84318,22;83286,90;87907,52;74439,70;84720,39;87612,77;90890,78;88322,50;77643,47;86976,55;91656,88;84069,55;89239,35;73773,35;72135,70;68340,88;91757,61;81796,95;94704,72;93475,52;91969,62;85057,86;85312,99;98103,59;103195,78;102301,07;104601,31;113683,03;125915,76;144530,55;142008,19;123591,17;139993,63;117604,84;126552,94;135365,16;178508,57;66495,33;95506,75;83037,54;95265,61;112142,70;124641,87;111804,74;112488,91;127068,31;135337,72;129126,95;131525,68;130150,11;127517,96;111143,32;136554,59;115564,41;96854,33;139260,64;131104,47;145205,54;147139,49;131665,78;114683,99;132759,24;102112,30;137378,24;142930,85;131267,20;131697,33;141140,77;184878,04;133765,47;153270,88;127075,73;170431,32;115397,56;115513,64;104344,77;126063,04;133803,36;133336,68;113888,47;121664,11;140517,12;132451,05;114341,11;106141,22;101982,07;60721,52;115380,91;91005,75;138157,94;121559,59;126576,49;137433,99;119021,28;134530,59;124161,34;141729,56;128903,54;116067,72;143398,94;147967,54;166542,60;94514,31;75751,79;102552,17;91604,92;85868,99;84452,08;152138,25;136345,89;82466,96;112831,49;126013,66;178701,45;16230929,21
"421360 Porto União";94991,54;177556,69;252862,51;152709,43;189228,36;175706,35;225853,65;243931,33;233697,45;212445,01;164032,57;261710,92;260292,17;194206,61;266848,79;203433,95;246130,72;226733,51;326491,35;238220,80;259247,69;272779,72;203597,85;222870,35;328781,61;212133,04;255019,99;258919,48;305671,04;238191,75;280318,46;244451,85;267060,69;251151,78;251366,24;250083,08;227694,08;256635,33;211900,28;201519,95;293474,16;220257,64;217034,98;221697,99;221943,08;189881,98;306707,55;180825,16;259049,37;228752,35;278979,68;232795,79;281410,62;243608,29;303610,39;256130,67;212400,94;343057,68;288013,46;279109,36;310565,04;275138,94;373795,40;272308,30;332845,64;292519,13;288368,24;334555,37;226984,09;289203,19;450708,25;310398,06;227259,38;239438,00;377366,37;342102,24;330033,05;301367,50;243908,39;318549,38;309445,41;437703,22;206397,13;324938,34;208808,51;251512,90;381786,75;314691,48;255887,43;295298,02;356656,06;299340,06;454660,46;254006,54;244430,54;371562,48;382427,90;304554,01;282241,55;329329,80;274893,61;370322,33;372455,45;357436,92;282595,89;275428,38;350661,77;344143,24;345132,06;215002,41;367615,56;249002,64;338521,82;160226,48;112194,86;533281,45;268091,03;251607,14;159420,57;533024,61;422996,87;459001,45;246385,59;274209,40;355746,39;486833,61;494202,80;498265,01;303464,21;431907,93;367677,54;306499,98;426795,82;338394,31;343688,78;321122,79;499476,73;424125,33;364059,52;498227,36;294507,12;375934,24;314484,81;372912,25;441749,83;408928,36;426569,60;396301,13;318781,57;413659,88;466720,49;384012,62;534676,42;440871,92;481894,80;362908,19;431232,16;408369,04;285286,47;48392252,20
"421370 Pouso Redondo";9522,49;6984,37;11052,26;13452,84;12422,63;14627,18;11398,36;10576,84;8851,08;11918,98;9949,27;5273,76;12434,42;8943,99;15254,02;6769,21;16397,17;11363,98;13083,72;20475,00;10086,83;17798,96;13120,85;8936,96;10951,01;7840,15;17359,22;12024,98;13113,16;12202,35;12682,96;14781,71;13476,47;17203,43;12090,90;9702,96;11926,61;12523,83;12715,27;12527,53;12668,87;13251,96;13940,76;13172,83;13162,84;11974,91;8946,82;13571,55;13343,74;11804,09;12550,85;7453,37;16140,75;11001,77;11251,48;16781,66;7439,95;7858,13;4847,86;9577,28;8798,59;10390,92;9080,65;10716,21;14407,45;14575,75;13581,75;12329,97;13261,83;12874,14;10901,63;13847,49;9594,45;10692,56;7762,11;5482,24;8232,61;8306,71;13988,00;8188,58;12003,26;10681,79;14238,00;10841,79;10583,93;13179,54;18793,15;23952,74;27740,45;31544,57;31009,18;33873,25;26890,05;24693,97;26442,49;23571,76;29154,68;23631,09;32726,82;38423,28;40705,38;29350,09;38355,21;27381,47;29016,26;34488,40;35446,52;21304,02;27616,89;20662,26;22583,53;19420,67;14489,54;12948,74;24821,44;22014,80;28501,63;41392,78;21773,98;37505,67;6036,16;12914,69;16205,28;22195,95;24315,70;27492,32;25060,47;24395,55;15072,72;17156,65;14241,99;13315,79;9262,66;5002,61;10145,99;15503,27;19890,66;24613,93;27557,27;19424,41;17187,02;12871,09;16641,34;18326,53;15539,98;13106,86;14698,97;8493,67;7343,98;10702,70;14411,24;18669,82;12797,77;13826,65;14299,97;13412,14;12070,44;14389,25;22255,12;2566176,50
"421380 Praia Grande";16887,42;22714,37;29906,29;20238,91;31048,37;25775,64;28403,11;26750,39;28911,35;31957,65;33551,33;15658,56;31171,36;23429,51;29777,50;23828,84;27939,53;30433,90;29559,01;33863,41;33481,70;40505,31;42320,10;39179,82;42065,24;41637,37;41703,24;49227,82;45253,52;41560,78;38020,95;53651,51;54700,04;62747,93;47520,42;64766,72;45851,46;55528,76;55703,91;52215,37;54972,84;44489,18;45414,24;49310,57;48717,83;43470,21;38223,17;31698,25;49637,96;40244,92;41480,51;35351,06;40339,42;38337,04;45438,53;56354,01;39689,19;44200,92;41187,40;37047,26;42980,50;33727,09;37555,38;36588,79;43564,90;51896,73;43328,23;60190,82;42549,08;42116,02;51339,20;44287,15;47420,54;62513,93;61523,00;84977,03;66116,19;95381,35;86662,01;81946,04;94848,15;94826,17;80847,40;91291,57;76310,77;73129,56;74581,52;90011,53;86483,36;74418,63;86569,24;113472,27;117276,08;149878,80;89688,09;109258,99;74810,92;74825,32;74270,62;77304,58;82591,30;86081,65;77865,71;89588,09;96357,74;106103,24;74592,50;69187,62;60824,80;64826,70;75849,69;86452,27;90983,11;81454,52;68063,98;83450,06;86986,58;93959,53;99513,62;112387,19;73199,74;67334,13;60440,80;86027,58;93076,90;106277,45;110629,56;116408,15;98014,32;83043,49;97847,56;64871,04;75549,70;67596,38;73840,14;90102,35;123031,45;96852,66;151696,21;62274,36;100312,93;138579,19;100725,02;82202,00;92107,55;100136,00;111875,77;28328,58;43366,97;51772,05;81926,32;71990,21;88677,37;106997,67;157731,13;156503,84;98061,82;114048,38;140324,89;10626722,04
"421400 Presidente Getúlio";7749,08;35175,31;28017,40;28029,33;35221,39;28474,08;21592,29;27704,12;35273,29;29474,29;25063,83;42036,19;24166,54;19780,52;32142,17;19144,10;26934,55;23257,78;38732,20;34767,22;34236,76;28565,62;30339,43;20208,41;34287,02;28550,79;39423,91;42669,00;49143,48;37515,19;46182,04;31193,16;37488,96;46319,43;37605,25;46970,19;43662,59;40474,19;47009,35;42690,20;44753,25;58064,26;37749,66;42778,91;35655,12;40374,40;36225,35;37441,07;34409,78;37283,96;42471,95;52151,60;47287,42;46780,61;44213,95;54667,89;52942,11;48027,10;45226,17;33962,09;31219,98;32870,81;36477,67;27528,73;35662,04;40348,80;39424,82;28865,00;34280,60;28669,04;28592,73;23183,20;21664,50;30712,28;40331,77;34062,38;35006,55;51060,93;43418,90;40311,43;34568,84;32530,87;42840,55;37385,87;31109,31;31151,72;33418,71;35375,92;31128,86;36721,41;30766,13;39414,38;36252,20;33301,46;35026,70;30896,48;31846,88;32216,77;36153,46;32624,13;37853,54;40680,50;40867,33;39243,41;31141,30;32016,55;39380,01;43026,97;36040,46;21307,73;40664,39;30869,08;24007,86;38395,57;29799,83;21249,77;30912,16;17634,38;22053,05;21115,69;14904,09;11865,81;12336,30;18615,91;20827,34;17976,61;30029,54;25333,63;31210,26;29641,79;22731,96;31761,15;16779,27;31596,91;24655,34;31206,72;22898,20;25833,21;28715,74;19799,75;29540,03;30609,07;30205,14;26982,22;27186,11;18514,47;39931,45;13021,47;11346,73;12062,36;10084,22;11605,52;11990,81;18765,67;32436,62;13207,73;16469,60;31829,36;19273,22;5080201,02
"421420 Quilombo";34550,69;36858,02;39005,24;32867,95;35979,84;36485,18;41873,04;43652,42;46185,88;40629,44;8281,25;44036,26;37265,84;61208,18;55025,35;58691,03;53499,74;59733,87;67856,01;66141,03;54030,82;58395,38;62595,04;55922,79;61799,22;57577,93;70099,06;48094,21;61679,00;53592,43;60842,70;66730,07;69378,33;73325,19;68826,96;66071,14;39271,80;67851,39;57842,86;60112,87;57690,18;64892,21;58169,95;60950,92;105575,50;67611,19;63006,82;57039,29;40308,52;51259,92;70630,32;82068,92;64489,41;63039,38;70757,14;82028,20;76724,88;76760,88;61855,25;79864,13;44276,26;52539,12;64451,26;80996,26;81646,09;80353,08;90432,86;85182,39;79680,70;87849,65;85791,60;81253,37;49231,71;72255,03;80879,04;78500,21;73691,34;97286,48;83097,12;83677,93;105434,37;106976,05;85670,28;73485,20;33417,09;68365,91;85804,65;83181,89;81000,83;77933,87;92487,64;101592,80;88358,59;104468,79;109118,57;61709,80;37948,60;64331,90;76811,71;60673,13;71882,97;77668,77;72419,84;60937,49;53370,64;70010,31;52927,08;69047,75;30865,60;55361,64;58293,98;31436,64;54122,94;68247,66;55161,05;47888,94;43976,88;60960,90;53377,42;67068,45;29297,25;37713,36;46419,23;50380,53;49775,50;55291,26;61315,19;51428,89;61068,08;87867,58;52425,23;45577,51;36963,06;46883,74;53709,13;45938,57;53979,63;55934,60;76009,08;69769,28;52982,47;59005,99;33427,33;44651,11;31079,55;36320,23;41936,45;37621,11;32274,03;46651,90;49410,02;50700,12;34671,26;55017,18;42074,53;41294,55;43724,11;41218,30;30367,83;9627633,35
"421450 Rio do Campo";11295,94;14083,63;13660,71;9551,12;16455,38;12364,35;10780,96;14275,42;15837,33;15214,40;13980,89;12878,26;14640,87;13885,83;9525,10;9560,93;12019,06;12979,61;14284,03;14824,18;13694,06;10114,20;11433,48;11516,48;17553,47;10144,81;20005,46;17527,80;14771,82;16426,61;16111,56;17034,51;13634,24;11616,42;16342,89;15881,35;13422,59;12466,97;16446,26;12907,24;14157,57;15602,69;8258,31;11623,32;12589,03;14103,11;11285,32;12831,06;15059,88;10776,03;13193,68;12617,46;10565,76;10702,85;11260,66;16008,45;11286,49;15291,04;10115,55;9759,21;10348,14;9072,85;13072,10;11539,51;9468,97;8845,54;15713,24;12729,47;12945,58;10276,89;9620,41;6280,96;6458,02;11156,71;14658,58;13811,00;10990,61;14199,34;11130,07;15363,24;14766,49;12773,46;12162,71;11906,87;11404,26;12385,88;10584,88;12001,37;11643,30;12885,60;12461,19;13646,60;14790,69;10937,87;11204,33;13909,93;13141,73;11893,28;14122,95;12573,41;23621,11;15840,77;17346,53;13159,52;10821,45;14208,41;8027,47;6459,46;8005,93;6293,34;12148,82;12326,87;14811,32;11334,03;11154,50;9616,46;13705,27;14155,08;8286,82;11870,10;3577,60;12848,49;16555,09;6960,36;14740,83;12460,58;19714,47;14903,22;12258,85;11534,84;11642,38;7094,91;8567,76;10568,08;10491,48;6566,00;16873,60;15761,57;22183,40;17689,60;15998,86;23771,23;15187,23;12187,03;10968,88;5899,01;11196,92;7202,44;10055,40;6367,36;7934,53;7737,43;8465,30;13438,49;8892,03;8748,58;9521,04;20106,49;22302,67;1999283,01
"421460 Rio do Oeste";1486,58;12688,30;5189,56;9031,54;8133,72;6538,64;11217,47;9882,07;8395,15;8668,09;12273,63;10559,15;7524,02;7179,53;11530,40;11209,04;10379,83;9353,49;11533,22;12866,14;13815,96;11648,19;9512,74;8074,52;12205,71;10367,34;10931,00;10950,15;9229,57;6596,50;9025,51;11664,19;12080,97;11981,76;10180,51;12015,27;11531,94;11076,60;11706,88;11885,93;10055,47;13234,26;12941,38;11965,13;10505,98;11653,68;12271,23;12675,32;12020,60;12677,37;10931,98;9738,82;11525,46;13511,88;12640,01;13435,32;9364,79;9513,44;9747,36;8858,00;9278,84;7536,77;8494,52;7986,83;7257,56;2545,18;-;1164,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;675652,83
